objectid,labid,sampleid,sampletype,sizefraction,particleid,morphology,color,photoid,chemicalid,polymerid,plastic,comments,length,width,timeimagesmeasurements,instrumenttype,microscopy,nilered,chemicalid_method
15471,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_99,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,243,1,1,Stereoscope,Y,NA,NA
15472,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_100,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,186,1,1,Stereoscope,Y,NA,NA
15473,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_101,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,244,1,1,Stereoscope,Y,NA,NA
15474,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_102,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,177,1,1,Stereoscope,Y,NA,NA
15475,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_103,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,106,1,1,Stereoscope,Y,NA,NA
15476,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_104,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,185,1,1,Stereoscope,Y,NA,NA
15477,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_105,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,149,1,1,Stereoscope,Y,NA,NA
15478,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_106,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,403,1,1,Stereoscope,Y,NA,NA
15479,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_107,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,346,1,1,Stereoscope,Y,NA,NA
15480,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_108,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,300,1,1,Stereoscope,Y,NA,NA
15481,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_109,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,167,1,1,Stereoscope,Y,NA,NA
15482,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_110,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,237,1,1,Stereoscope,Y,NA,NA
15483,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_111,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,144,1,1,Stereoscope,Y,NA,NA
15484,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_112,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,276,1,1,Stereoscope,Y,NA,NA
15485,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_113,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,187,1,1,Stereoscope,Y,NA,NA
15486,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_114,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,241,1,1,Stereoscope,Y,NA,NA
15487,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_115,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,174,1,1,Stereoscope,Y,NA,NA
15488,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_116,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,385,1,1,Stereoscope,Y,NA,NA
15489,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_117,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,157,1,1,Stereoscope,Y,NA,NA
15490,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_118,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,118,1,1,Stereoscope,Y,NA,NA
15491,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_119,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,434,1,1,Stereoscope,Y,NA,NA
15492,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_120,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,189,1,1,Stereoscope,Y,NA,NA
15493,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_121,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,323,1,1,Stereoscope,Y,NA,NA
15494,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_122,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,315,1,1,Stereoscope,Y,NA,NA
15495,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_123,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,270,1,1,Stereoscope,Y,NA,NA
15496,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_124,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,175,1,1,Stereoscope,Y,NA,NA
15497,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_125,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,116,1,1,Stereoscope,Y,NA,NA
15498,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_126,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,137,1,1,Stereoscope,Y,NA,NA
15499,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_127,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,142,1,1,Stereoscope,Y,NA,NA
15500,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_128,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,243,1,1,Stereoscope,Y,NA,NA
15501,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_129,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,220,1,1,Stereoscope,Y,NA,NA
15502,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_130,Fragment,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,273,1,1,Stereoscope,Y,NA,NA
15503,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_131,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,750,1,1,Stereoscope,Y,NA,NA
15504,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_132,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,902,1,1,Stereoscope,Y,NA,NA
15505,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_133,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,1383,1,1,Stereoscope,Y,NA,NA
15506,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_134,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,1313,1,1,Stereoscope,Y,NA,NA
15507,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_135,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,440,1,1,Stereoscope,Y,NA,NA
15508,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_136,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,592,1,1,Stereoscope,Y,NA,NA
15509,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_137,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,1437,1,1,Stereoscope,Y,NA,NA
15510,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_138,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,1763,1,1,Stereoscope,Y,NA,NA
15511,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_139,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,815,1,1,Stereoscope,Y,NA,NA
15512,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_140,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,860,1,1,Stereoscope,Y,NA,NA
15513,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_141,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,1196,1,1,Stereoscope,Y,NA,NA
15514,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_142,Fiber,Gold,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,927,1,1,Stereoscope,Y,NA,NA
15515,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_143,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,121,1,1,Stereoscope,Y,NA,NA
15516,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_144,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,152,1,1,Stereoscope,Y,NA,NA
15517,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_145,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,198,1,1,Stereoscope,Y,NA,NA
15518,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_146,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,147,1,1,Stereoscope,Y,NA,NA
15519,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_147,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,147,1,1,Stereoscope,Y,NA,NA
15520,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_148,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,148,1,1,Stereoscope,Y,NA,NA
15521,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_149,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,101,1,1,Stereoscope,Y,NA,NA
15522,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_150,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,150,1,1,Stereoscope,Y,NA,NA
15523,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_151,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,160,1,1,Stereoscope,Y,NA,NA
15524,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_152,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,135,1,1,Stereoscope,Y,NA,NA
15525,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_153,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,142,1,1,Stereoscope,Y,NA,NA
15526,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_154,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,115,1,1,Stereoscope,Y,NA,NA
15527,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_155,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,159,1,1,Stereoscope,Y,NA,NA
15528,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_156,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,147,1,1,Stereoscope,Y,NA,NA
15529,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_157,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,176,1,1,Stereoscope,Y,NA,NA
15530,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_158,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,157,1,1,Stereoscope,Y,NA,NA
15531,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_159,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,145,1,1,Stereoscope,Y,NA,NA
15532,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_160,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,145,1,1,Stereoscope,Y,NA,NA
15533,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_161,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,153,1,1,Stereoscope,Y,NA,NA
15534,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_162,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,149,1,1,Stereoscope,Y,NA,NA
15535,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_163,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,121,1,1,Stereoscope,Y,NA,NA
15536,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_164,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,150,1,1,Stereoscope,Y,NA,NA
15537,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_165,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,145,1,1,Stereoscope,Y,NA,NA
15538,G,G_CW_3,CW,20-212 um,G_CW_3_Stereoscope_20-212_166,Sphere,Grey,G_CW_3_Stereoscope_20-212_1-166,NA,NA,NA,no width measurements - length / diameter measurements only,162,1,1,Stereoscope,Y,NA,NA
15539,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_1,Fiber,Black,G_CW_3_Stereoscope_212-500_1-1,NA,NA,NA,no width measurements - length / diameter measurements only,2647,1,1,Stereoscope,Y,NA,NA
15540,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_2,Fiber,Blue,G_CW_3_Stereoscope_212-500_2-4,NA,NA,NA,no width measurements - length / diameter measurements only,2295.9,1,1,Stereoscope,Y,NA,NA
15541,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_3,Fiber,Blue,G_CW_3_Stereoscope_212-500_2-4,NA,NA,NA,no width measurements - length / diameter measurements only,234.6,1,1,Stereoscope,Y,NA,NA
15542,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_4,Fiber,Blue,G_CW_3_Stereoscope_212-500_2-4,NA,NA,NA,no width measurements - length / diameter measurements only,618.45,1,1,Stereoscope,Y,NA,NA
15543,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_5,Fiber,Brown,G_CW_3_Stereoscope_212-500_5-6,NA,NA,NA,no width measurements - length / diameter measurements only,1276,1,1,Stereoscope,Y,NA,NA
15544,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_6,Fiber,Brown,G_CW_3_Stereoscope_212-500_5-6,NA,NA,NA,no width measurements - length / diameter measurements only,2220.6,1,1,Stereoscope,Y,NA,NA
15545,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_7,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,384.31,1,1,Stereoscope,Y,NA,NA
15546,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_8,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,900.03,1,1,Stereoscope,Y,NA,NA
15547,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_9,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,2178.7,1,1,Stereoscope,Y,NA,NA
15548,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_10,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,2953.5,1,1,Stereoscope,Y,NA,NA
15549,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_11,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,499.09,1,1,Stereoscope,Y,NA,NA
15550,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_12,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1020,1,1,Stereoscope,Y,NA,NA
15551,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_13,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,942.07,1,1,Stereoscope,Y,NA,NA
15552,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_14,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,2166.8,1,1,Stereoscope,Y,NA,NA
15553,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_15,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1877.5,1,1,Stereoscope,Y,NA,NA
15554,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_16,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,3004,1,1,Stereoscope,Y,NA,NA
15555,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_17,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,3315.3,1,1,Stereoscope,Y,NA,NA
15556,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_18,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,594.21,1,1,Stereoscope,Y,NA,NA
15557,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_19,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1485.7,1,1,Stereoscope,Y,NA,NA
15558,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_20,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,921.8,1,1,Stereoscope,Y,NA,NA
15559,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_21,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,2705.8,1,1,Stereoscope,Y,NA,NA
15560,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_22,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1301.7,1,1,Stereoscope,Y,NA,NA
15561,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_23,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,565,1,1,Stereoscope,Y,NA,NA
15562,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_24,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,563.9,1,1,Stereoscope,Y,NA,NA
15563,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_25,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,876.84,1,1,Stereoscope,Y,NA,NA
15564,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_26,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1765.9,1,1,Stereoscope,Y,NA,NA
15565,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_27,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1448,1,1,Stereoscope,Y,NA,NA
15566,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_28,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,969.2,1,1,Stereoscope,Y,NA,NA
15567,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_29,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1436,1,1,Stereoscope,Y,NA,NA
15568,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_30,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,2415.7,1,1,Stereoscope,Y,NA,NA
15569,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_31,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1951.9,1,1,Stereoscope,Y,NA,NA
15570,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_32,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,404.81,1,1,Stereoscope,Y,NA,NA
15571,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_33,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,2699.3,1,1,Stereoscope,Y,NA,NA
15572,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_34,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,286.75,1,1,Stereoscope,Y,NA,NA
15573,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_35,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,988.67,1,1,Stereoscope,Y,NA,NA
15574,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_36,Fiber,Clear,G_CW_3_Stereoscope_212-500_7-36,NA,NA,NA,no width measurements - length / diameter measurements only,1564.7,1,1,Stereoscope,Y,NA,NA
15575,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_37,Sphere,Clear,G_CW_3_Stereoscope_212-500_37-37,NA,NA,NA,no width measurements - length / diameter measurements only,494.1,1,1,Stereoscope,Y,NA,NA
15576,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_38,Fiber,Gold,G_CW_3_Stereoscope_212-500_38-40,NA,NA,NA,no width measurements - length / diameter measurements only,1572.6,1,1,Stereoscope,Y,NA,NA
15577,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_39,Fiber,Gold,G_CW_3_Stereoscope_212-500_38-40,NA,NA,NA,no width measurements - length / diameter measurements only,2331.6,1,1,Stereoscope,Y,NA,NA
15578,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_40,Fiber,Gold,G_CW_3_Stereoscope_212-500_38-40,NA,NA,NA,no width measurements - length / diameter measurements only,1351.4,1,1,Stereoscope,Y,NA,NA
15579,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_41,Sphere,Green,G_CW_3_Stereoscope_212-500_41-45,NA,NA,NA,no width measurements - length / diameter measurements only,311.3376,1,1,Stereoscope,Y,NA,NA
15580,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_42,Sphere,Green,G_CW_3_Stereoscope_212-500_41-45,NA,NA,NA,no width measurements - length / diameter measurements only,306.5748,1,1,Stereoscope,Y,NA,NA
15581,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_43,Sphere,Green,G_CW_3_Stereoscope_212-500_41-45,NA,NA,NA,no width measurements - length / diameter measurements only,332.537,1,1,Stereoscope,Y,NA,NA
15582,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_44,Sphere,Green,G_CW_3_Stereoscope_212-500_41-45,NA,NA,NA,no width measurements - length / diameter measurements only,310.7124,1,1,Stereoscope,Y,NA,NA
15583,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_45,Sphere,Green,G_CW_3_Stereoscope_212-500_41-45,NA,NA,NA,no width measurements - length / diameter measurements only,328.3006,1,1,Stereoscope,Y,NA,NA
15584,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_46,Pellet,Grey,G_CW_3_Stereoscope_212-500_46-71,NA,NA,NA,no width measurements - length / diameter measurements only,256.3159,1,1,Stereoscope,Y,NA,NA
15585,G,G_CW_3,CW,212-500 um,G_CW_3_Stereoscope_212-500_47,Pellet,Grey,G_CW_3_Stereoscope_212-500_46-71,NA,NA,NA,no width measurements - length / diameter measurements only,281.9129,1,1,Stereoscope,Y,NA,NA
